 1.3409737E-01  3.2509440E+08
 1.4218082E-01  2.7487789E+08
 1.5026426E-01  2.3771118E+08
 1.5834770E-01  2.0717189E+08
 1.6643114E-01  1.8661955E+08
 1.7451459E-01  1.6630870E+08
 1.8259802E-01  1.5086480E+08
 1.9068147E-01  1.3715589E+08
 1.9876492E-01  1.2585478E+08
 2.0684835E-01  1.1660103E+08
 2.1493180E-01  1.0803639E+08
 2.2301525E-01  1.0208371E+08
 2.3109868E-01  9.7331064E+07
 2.3918214E-01  9.3473304E+07
 2.4726558E-01  8.8669464E+07
 2.5534904E-01  8.6713440E+07
 2.6343244E-01  8.6706376E+07
 2.7151591E-01  8.4449648E+07
 2.7959937E-01  8.4603744E+07
 2.8768277E-01  8.5603800E+07
 2.9576623E-01  8.7341592E+07
 3.0384970E-01  9.0431272E+07
 3.1193310E-01  9.5660768E+07
 3.2001656E-01  1.0189031E+08
 3.2810003E-01  1.1226924E+08
 3.3618346E-01  1.2595851E+08
 3.4426689E-01  1.4749016E+08
 3.5235035E-01  1.7678109E+08
 3.6043379E-01  2.1792728E+08
 3.6851722E-01  2.7319578E+08
 3.7660068E-01  3.3662093E+08
 3.8468409E-01  4.0851920E+08
 3.9276755E-01  4.6828160E+08
 4.0085101E-01  4.9352243E+08
 4.0893441E-01  4.6816688E+08
 4.1701788E-01  4.0269926E+08
 4.2510134E-01  3.1944819E+08
 4.3318474E-01  2.3996997E+08
 4.4126821E-01  1.7376509E+08
 4.4935167E-01  1.2343790E+08
 4.5743507E-01  8.8302104E+07
 4.6551853E-01  6.4590116E+07
 4.7360200E-01  4.9038632E+07
 4.8168540E-01  3.8637488E+07
 4.8976886E-01  3.1778500E+07
 4.9785233E-01  2.7148984E+07
 5.0593573E-01  2.3360912E+07
 5.1401919E-01  2.0460462E+07
 5.2210265E-01  1.8772808E+07
 5.3018612E-01  1.7261770E+07
 5.3826952E-01  1.6011254E+07
 5.4635298E-01  1.5060580E+07
 5.5443645E-01  1.4056550E+07
 5.6251985E-01  1.3885280E+07
 5.7060331E-01  1.3221316E+07
 5.7868677E-01  1.2440727E+07
 5.8677018E-01  1.2148385E+07
 5.9485364E-01  1.1891423E+07
 6.0293710E-01  1.1544143E+07
 6.1102051E-01  1.1143836E+07
 6.1910397E-01  1.1035365E+07
 6.2718743E-01  1.0712322E+07
 6.3527083E-01  1.0532153E+07
 6.4335430E-01  1.0507673E+07
 6.5143776E-01  1.0440844E+07
 6.5952122E-01  1.0250087E+07
 6.6760463E-01  1.0060774E+07
 6.7568809E-01  9.7793520E+06
 6.8377155E-01  9.9991120E+06
 6.9185495E-01  1.0206666E+07
 6.9993842E-01  1.0325782E+07
 7.0802188E-01  1.0559431E+07
 7.1610528E-01  1.0836683E+07
 7.2418875E-01  1.1084499E+07
 7.3227221E-01  1.1711943E+07
 7.4035561E-01  1.2807559E+07
 7.4843907E-01  1.3945629E+07
 7.5652254E-01  1.5138439E+07
 7.6460594E-01  1.7081152E+07
 7.7268940E-01  1.9211126E+07
 7.8077286E-01  2.1614698E+07
 7.8885627E-01  2.2858294E+07
 7.9693973E-01  2.3632990E+07
 8.0502319E-01  2.3262142E+07
 8.1310660E-01  2.1588948E+07
 8.2119006E-01  1.9549998E+07
 8.2927352E-01  1.7136414E+07
 8.3735693E-01  1.4321843E+07
 8.4544039E-01  1.2123454E+07
 8.5352385E-01  9.8993710E+06
 8.6160725E-01  8.4628740E+06
 8.6969072E-01  7.3994345E+06
 8.7777418E-01  6.5397395E+06
 8.8585758E-01  5.6908240E+06
 8.9394104E-01  5.2306445E+06
 9.0202451E-01  4.9221165E+06
 9.1010791E-01  4.5378640E+06
 9.1819137E-01  4.4023260E+06
 9.2627484E-01  4.1605845E+06
 9.3435824E-01  4.0647180E+06
 9.4244170E-01  4.0162560E+06
 9.5052516E-01  3.7811660E+06
 9.5860857E-01  3.6734502E+06
 9.6669203E-01  3.4766442E+06
 9.7477549E-01  3.4653292E+06
 9.8285890E-01  3.5146130E+06
 9.9094236E-01  3.4127592E+06
 9.9902582E-01  3.3304862E+06
 1.0071092E+00  3.2570798E+06
 1.0151926E+00  3.2412345E+06
 1.0232761E+00  3.1358298E+06
 1.0313596E+00  3.0543428E+06
 1.0394430E+00  3.0751350E+06
 1.0475265E+00  3.0009745E+06
 1.0556098E+00  2.9345028E+06
 1.0636933E+00  2.8299545E+06
 1.0717767E+00  2.8245985E+06
 1.0798602E+00  2.8172428E+06
 1.0879437E+00  2.8343722E+06
 1.0960271E+00  2.7357040E+06
 1.1041105E+00  2.5763778E+06
 1.1121939E+00  2.6517292E+06
 1.1202774E+00  2.5674298E+06
 1.1283609E+00  2.6293848E+06
 1.1364443E+00  2.5908760E+06
 1.1445278E+00  2.5601542E+06
 1.1526113E+00  2.5445875E+06
 1.1606947E+00  2.5255742E+06
 1.1687781E+00  2.4496802E+06
 1.1768615E+00  2.3775792E+06
 1.1849450E+00  2.3440252E+06
 1.1930285E+00  2.4169075E+06
 1.2011119E+00  2.4085598E+06
 1.2091954E+00  2.3419210E+06
 1.2172787E+00  2.4219798E+06
 1.2253622E+00  2.3804098E+06
 1.2334456E+00  2.4342895E+06
 1.2415291E+00  2.4610392E+06
