 1.3409737E-01  3.0621965E+08
 1.4218082E-01  2.6888845E+08
 1.5026426E-01  2.2902381E+08
 1.5834770E-01  1.9808653E+08
 1.6643114E-01  1.7487370E+08
 1.7451459E-01  1.5423936E+08
 1.8259802E-01  1.3667386E+08
 1.9068147E-01  1.2398618E+08
 1.9876492E-01  1.1269670E+08
 2.0684835E-01  1.0385751E+08
 2.1493180E-01  9.4849824E+07
 2.2301525E-01  8.8032696E+07
 2.3109868E-01  8.1716168E+07
 2.3918214E-01  7.7429840E+07
 2.4726558E-01  7.2167760E+07
 2.5534904E-01  7.0113152E+07
 2.6343244E-01  6.7558296E+07
 2.7151591E-01  6.4082020E+07
 2.7959937E-01  6.3555296E+07
 2.8768277E-01  6.1775580E+07
 2.9576623E-01  6.1082000E+07
 3.0384970E-01  6.0716868E+07
 3.1193310E-01  6.0124740E+07
 3.2001656E-01  6.1340236E+07
 3.2810003E-01  6.3592324E+07
 3.3618346E-01  6.5204268E+07
 3.4426689E-01  6.8048296E+07
 3.5235035E-01  7.3094680E+07
 3.6043379E-01  7.9982864E+07
 3.6851722E-01  8.9545256E+07
 3.7660068E-01  1.0291927E+08
 3.8468409E-01  1.2358776E+08
 3.9276755E-01  1.5171194E+08
 4.0085101E-01  1.8803184E+08
 4.0893441E-01  2.3644003E+08
 4.1701788E-01  2.9352432E+08
 4.2510134E-01  3.4556093E+08
 4.3318474E-01  3.7738765E+08
 4.4126821E-01  3.7130461E+08
 4.4935167E-01  3.2826442E+08
 4.5743507E-01  2.6201168E+08
 4.6551853E-01  1.9712403E+08
 4.7360200E-01  1.4189806E+08
 4.8168540E-01  1.0112659E+08
 4.8976886E-01  7.3431560E+07
 4.9785233E-01  5.4568968E+07
 5.0593573E-01  4.1935536E+07
 5.1401919E-01  3.3346742E+07
 5.2210265E-01  2.7573524E+07
 5.3018612E-01  2.4234726E+07
 5.3826952E-01  2.1448092E+07
 5.4635298E-01  1.8992714E+07
 5.5443645E-01  1.7908928E+07
 5.6251985E-01  1.6730047E+07
 5.7060331E-01  1.5548899E+07
 5.7868677E-01  1.4996035E+07
 5.8677018E-01  1.4205926E+07
 5.9485364E-01  1.4121708E+07
 6.0293710E-01  1.3600266E+07
 6.1102051E-01  1.3279386E+07
 6.1910397E-01  1.2897569E+07
 6.2718743E-01  1.2395115E+07
 6.3527083E-01  1.1935961E+07
 6.4335430E-01  1.1821042E+07
 6.5143776E-01  1.1663910E+07
 6.5952122E-01  1.1198216E+07
 6.6760463E-01  1.1060799E+07
 6.7568809E-01  1.0994944E+07
 6.8377155E-01  1.0677090E+07
 6.9185495E-01  1.0438670E+07
 6.9993842E-01  1.0514964E+07
 7.0802188E-01  1.0240848E+07
 7.1610528E-01  1.0130227E+07
 7.2418875E-01  1.0019272E+07
 7.3227221E-01  9.8509880E+06
 7.4035561E-01  9.6510280E+06
 7.4843907E-01  9.4818540E+06
 7.5652254E-01  9.2664340E+06
 7.6460594E-01  9.3542450E+06
 7.7268940E-01  9.3272350E+06
 7.8077286E-01  9.3220160E+06
 7.8885627E-01  9.3146640E+06
 7.9693973E-01  9.6661170E+06
 8.0502319E-01  1.0061218E+07
