1,1,1,1,1,0.00239,0.0167,0.045,1E-11,1,0,0,0,19,12,0.003,6,1,0.4572,-7.754870277,17.67807717,-7.754870277,18.22296011,-8.226752747,18.49540159,-8.698635217,18.22296011,-8.698635217,17.67807717,-8.226752747,17.4056357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,1,0.00239,0.0167,0.045,1E-11,1,0,0,0,19,12,0.003,6,1,0.4572,0.438423786,17.69739455,0.438423786,18.20364273,0,18.45676683,-0.438423786,18.20364273,-0.438423786,17.69739455,0,17.44427046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,3,1,0.00239,0.0167,0.045,1E-11,1,0,0,0,19,12,0.003,6,1,0.4572,7.754870277,17.67807717,7.754870277,18.22296011,8.226752747,18.49540159,8.698635217,18.22296011,8.698635217,17.67807717,8.226752747,17.4056357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0.004572,4.188,1,0,5.393188443,22.02540159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,0.004572,4.188,1,0,-5.393188443,22.02540159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
