 Run#  Vfa              Vfb              Vfc              Ifa              Ifb              Ifc              Time                                                               
     1  206.3234031      159.0436008      195.2081595      3.265268899      17.53139124      3.337498880     0.8154841301E-01
     2  202.6813640      159.0436008      199.3033409      3.265268899      19.11872591      3.337498880     0.8417739820E-01
     3  219.8180823      159.0436008      195.2631959      3.265268899      16.93118015      3.337498880     0.8953161387E-01
     4  232.5328469      159.0436008      195.5484819      3.265268899      13.57382262      3.337498880     0.8783427127E-01
     5  235.6085026      159.0436008      193.4640380      3.265268899      15.82860167      3.337498880     0.8059724673E-01
     6  234.4670944      159.0436008      196.0044646      3.265268899      13.77687038      3.337498880     0.8792582320E-01
     7  226.2946414      159.0436008      194.4391408      3.265268899      16.57183026      3.337498880     0.8931059273E-01
     8  203.4977173      159.0436008      193.0499853      3.265268899      19.20147619      3.337498880     0.8313207923E-01
     9  229.4672104      159.0436008      193.4972325      3.273400088      16.39626935      3.337498880     0.8085555965E-01
    10  224.7934867      159.0436008      194.7009917      3.265268899      16.66230585      3.337498880     0.8939105784E-01
    11  206.2621533      159.0436008      203.2555139      3.265268899      17.46995566      3.337498880     0.8550904307E-01
    12  236.9985285      159.0436008      194.0508835      3.265268899      15.62985611      3.337498880     0.8048685054E-01
    13  202.1170230      159.0436008      193.7121483      3.265268899      18.75102086      3.337498880     0.8249700087E-01
    14  219.7639774      159.0436008      195.3721469      3.265268899      13.76474164      3.337498880     0.8709358398E-01
    15  204.0026296      159.0436008      193.6751467      3.265268899      18.05296663      3.337498880     0.8186590748E-01
    16  238.4527969      159.0436008      194.4112631      3.265268899      15.32586287      3.337498880     0.8030693720E-01
    17  238.3273265      159.0436008      194.3409062      3.265268899      15.32465021      3.337498880     0.8869346048E-01
    18  226.7764263      159.0436008      194.2761819      3.270764603      16.57718918      3.337498880     0.8099031365E-01
    19  202.5559205      159.0436008      200.4001000      3.265268899      19.08873716      3.337498880     0.8420152513E-01
    20  204.9424012      159.0436008      208.0509355      3.265268899      18.28209016      3.337498880     0.8503286668E-01
    21  222.0672366      159.0436008      192.6979256      3.265268899      12.92440571      3.337498880     0.8739034687E-01
    22  218.0043268      159.0436008      195.3146833      3.265268899      17.01923543      3.337498880     0.8955977379E-01
    23  222.1425318      159.0436008      195.0286496      3.265268899      16.84826446      3.337498880     0.8111806470E-01
    24  214.8539755      159.0436008      195.1854699      3.265268899      17.19989064      3.337498880     0.8131349478E-01
    25  212.1855622      159.0436008      194.2409984      3.265268899      16.69818352      3.337498880     0.8590676378E-01
    26  204.8777310      159.0436008      208.1257919      3.265268899      18.35224985      3.337498880     0.8497889552E-01
    27  238.7676585      159.0436008      194.4052124      3.265268899      15.22324026      3.337498880     0.8029708821E-01
    28  203.4953298      159.0436008      192.8118884      3.265268899      19.22046385      3.337498880     0.8316160267E-01
    29  219.7639774      159.0436008      195.3721469      3.265268899      13.76474164      3.337498880     0.8705605797E-01
    30  220.4388074      159.0436008      195.1724319      3.265268899      16.93770952      3.337498880     0.8116627941E-01
    31  203.4856385      159.0436008      194.9055514      3.265268899      17.76479350      3.337498880     0.8165811581E-01
    32  235.3101673      159.0436008      196.1868488      3.265268899      13.87778416      3.337498880     0.8795244366E-01
    33  213.5518180      159.0436008      195.5897383      3.265268899      14.71508011      3.337498880     0.8672056592E-01
    34  202.3029403      159.0436008      194.1665997      3.265268899      18.84364130      3.337498880     0.8255148173E-01
    35  202.7308803      159.0436008      194.3975330      3.265268899      19.00415840      3.337498880     0.8275342989E-01
    36  216.6725060      159.0436008      195.9152328      3.265268899      14.30740268      3.337498880     0.8689622434E-01
    37  204.2461326      159.0436008      207.9085935      3.265268899      18.54789485      3.337498880     0.8484251217E-01
    38  237.3416124      159.0436008      196.4604509      3.265268899      14.18117958      3.337498880     0.8810207662E-01
    39  203.2163980      159.0436008      195.0761886      3.265268899      17.68852604      3.337498880     0.8160168823E-01
    40  218.0043268      159.0436008      195.3146833      3.265268899      17.01923543      3.337498880     0.8957414800E-01
    41  202.6088309      159.0436008      194.4158909      3.265268899      18.96718521      3.337498880     0.8270540503E-01
    42  212.1053901      159.0436008      195.0867932      3.265268899      17.27663351      3.337498880     0.8974225753E-01
    43  237.3416124      159.0436008      196.4604509      3.265268899      14.18117958      3.337498880     0.8812230250E-01
    44  206.3234031      159.0436008      195.2081595      3.265268899      17.53139124      3.337498880     0.8153815869E-01
    45  203.9534498      159.0436008      194.0470869      3.265268899      17.98368016      3.337498880     0.8183307727E-01
    46  239.0743434      159.0436008      194.9301076      3.265268899      15.01557985      3.337498880     0.8852966897E-01
    47  237.3416124      159.0436008      196.4604509      3.265268899      14.18117958      3.337498880     0.8814632089E-01
    48  204.4678476      159.0436008      207.0128002      3.265268899      17.98002260      3.337498880     0.8521516309E-01
    49  218.6558736      159.0436008      195.2465915      3.265268899      17.02626270      3.337498880     0.8124611457E-01
    50  203.2022177      159.0436008      192.7313088      3.265268899      19.28200646      3.337498880     0.8344764558E-01
    51  203.3219996      159.0436008      206.0698854      3.265268899      18.81807136      3.337498880     0.8457931235E-01
    52  203.0638281      159.0436008      205.4794760      3.265268899      18.86321788      3.337498880     0.8450269674E-01
    53  215.7080441      159.0436008      195.8762704      3.265268899      14.44315907      3.337498880     0.8682405792E-01
    54  203.9928789      159.0436008      193.2341682      3.265268899      18.12023090      3.337498880     0.8194138802E-01
    55  235.3777113      159.0436008      193.2855542      3.265268899      15.82588573      3.337498880     0.8890848789E-01
    56  204.8777310      159.0436008      208.1257919      3.265268899      18.35224985      3.337498880     0.8495601988E-01
    57  211.1205671      159.0436008      196.9200072      3.265268899      16.90174004      3.337498880     0.8582615050E-01
    58  239.1976168      159.0436008      195.3238223      3.265268899      14.91221968      3.337498880     0.8011142446E-01
    59  202.6088309      159.0436008      194.4158909      3.265268899      18.96718521      3.337498880     0.8271085441E-01
    60  214.8539755      159.0436008      195.1854699      3.265268899      17.19989064      3.337498880     0.8133003073E-01
    61  203.1049877      159.0436008      192.6137232      3.265268899      19.26182188      3.337498880     0.8382653638E-01
    62  202.3029403      159.0436008      194.1665997      3.265268899      18.84364130      3.337498880     0.8259693318E-01
    63  212.3606823      159.0436008      195.3639423      3.265268899      14.85111552      3.337498880     0.8665590616E-01
    64  211.1205671      159.0436008      196.9200072      3.265268899      16.90174004      3.337498880     0.8581479538E-01
    65  227.7160789      159.0436008      194.1085513      3.265268899      16.48117104      3.337498880     0.8926595791E-01
    66  203.3374159      159.0436008      193.8139569      3.265268899      19.13042103      3.337498880     0.8295462847E-01
    67  239.1473659      159.0436008      195.6149381      3.265268899      14.80705875      3.337498880     0.8844067740E-01
    68  202.1170230      159.0436008      193.7121483      3.265268899      18.75102086      3.337498880     0.8246509230E-01
    69  230.6928137      159.0436008      193.0521922      3.272989169      16.30481452      3.337498880     0.8080634405E-01
    70  203.0647706      159.0436008      191.5760734      3.265268899      18.48573541      3.337498880     0.8222443872E-01
    71  213.6605887      159.0436008      192.8821398      3.265268899      16.25403103      3.337498880     0.8614152827E-01
    72  233.8868073      159.0436008      192.6965557      3.265268899      16.02310438      3.337498880     0.8066565414E-01
    73  227.6748715      159.0436008      193.8082915      3.265268899      13.16320503      3.337498880     0.8764905109E-01
    74  227.6748715      159.0436008      193.8082915      3.265268899      13.16320503      3.337498880     0.8760166304E-01
    75  220.4388074      159.0436008      195.1724319      3.265268899      16.93770952      3.337498880     0.8115064750E-01
    76  235.3777113      159.0436008      193.2855542      3.265268899      15.82588573      3.337498880     0.8893261302E-01
    77  237.5678346      159.0436008      194.2404297      3.265268899      15.52922594      3.337498880     0.8042706291E-01
    78  227.6748715      159.0436008      193.8082915      3.265268899      13.16320503      3.337498880     0.8764636386E-01
    79  202.0418044      159.0436008      193.3819149      3.265268899      18.70168072      3.337498880     0.8243740784E-01
    80  206.2621533      159.0436008      203.2555139      3.265268899      17.46995566      3.337498880     0.8551358668E-01
    81  216.6725060      159.0436008      195.9152328      3.265268899      14.30740268      3.337498880     0.8685139637E-01
    82  210.7411594      159.0436008      195.1307599      3.265268899      17.36840026      3.337498880     0.8141876171E-01
    83  204.8518624      159.0436008      207.6797353      3.265268899      18.13508215      3.337498880     0.8512805046E-01
    84  220.3434449      159.0436008      195.0613618      3.265268899      13.63077336      3.337498880     0.8714412942E-01
    85  212.8360948      159.0436008      195.0615288      3.265268899      17.28481490      3.337498880     0.8138322845E-01
    86  234.4670944      159.0436008      196.0044646      3.265268899      13.77687038      3.337498880     0.8792058701E-01
    87  214.8539755      159.0436008      195.1854699      3.265268899      17.19989064      3.337498880     0.8130588790E-01
    88  236.7475862      159.0436008      196.4065628      3.265268899      14.07952119      3.337498880     0.8805801305E-01
    89  225.3114468      159.0436008      194.5620846      3.267967364      16.66743599      3.337498880     0.8102539249E-01
    90  203.1276209      159.0436008      192.6806025      3.265268899      19.27270307      3.337498880     0.8377162614E-01
    91  212.1053901      159.0436008      195.0867932      3.265268899      17.27663351      3.337498880     0.8972054869E-01
    92  203.3937330      159.0436008      192.7006261      3.265268899      19.25160226      3.337498880     0.8326189824E-01
    93  202.6088309      159.0436008      194.4158909      3.265268899      18.96718521      3.337498880     0.8272373081E-01
    94  230.2684558      159.0436008      194.8161056      3.265268899      13.36897233      3.337498880     0.8774369780E-01
    95  238.8818383      159.0436008      196.1361673      3.265268899      14.59755472      3.337498880     0.8832898087E-01
    96  204.6965105      159.0436008      207.3832216      3.265268899      18.05849216      3.337498880     0.8518152513E-01
    97  211.6697065      159.0436008      195.6157246      3.265268899      16.80092393      3.337498880     0.8589283491E-01
    98  229.4672104      159.0436008      193.4972325      3.273400088      16.39626935      3.337498880     0.8087630345E-01
    99  236.0703806      159.0436008      196.3105529      3.265268899      13.97856907      3.337498880     0.8803201618E-01
   100  202.8640702      159.0436008      196.9006711      3.265268899      19.17158816      3.337498880     0.8409594517E-01
   101  235.6085026      159.0436008      193.4640380      3.265268899      15.82860167      3.337498880     0.8055045980E-01
   102  204.0024304      159.0436008      195.1770504      3.265268899      17.61071123      3.337498880     0.8157778949E-01
   103  234.4670944      159.0436008      196.0044646      3.265268899      13.77687038      3.337498880     0.8790789438E-01
   104  235.3101673      159.0436008      196.1868488      3.265268899      13.87778416      3.337498880     0.8798089746E-01
   105  204.7399888      159.0436008      208.1269810      3.265268899      18.42005528      3.337498880     0.8494365926E-01
   106  236.7475862      159.0436008      196.4065628      3.265268899      14.07952119      3.337498880     0.8808120481E-01
   107  230.6928137      159.0436008      193.0521922      3.272989169      16.30481452      3.337498880     0.8080926098E-01
   108  218.6558736      159.0436008      195.2465915      3.265268899      17.02626270      3.337498880     0.8124928534E-01
   109  213.5518180      159.0436008      195.5897383      3.265268899      14.71508011      3.337498880     0.8673872435E-01
   110  230.2684558      159.0436008      194.8161056      3.265268899      13.36897233      3.337498880     0.8774020316E-01
   111  218.0043268      159.0436008      195.3146833      3.265268899      17.01923543      3.337498880     0.8959442749E-01
   112  203.1500401      159.0436008      192.7468692      3.265268899      19.29122591      3.337498880     0.8354284711E-01
   113  203.5333636      159.0436008      206.5860158      3.265268899      18.76994037      3.337498880     0.8463135784E-01
   114  229.0571331      159.0436008      193.7092983      3.265268899      16.39087534      3.337498880     0.8923125754E-01
   115  212.1053901      159.0436008      195.0867932      3.265268899      17.27663351      3.337498880     0.8974540907E-01
   116  223.7667934      159.0436008      194.8154042      3.265268899      16.75810983      3.337498880     0.8109030875E-01
   117  204.2461326      159.0436008      207.9085935      3.265268899      18.54789485      3.337498880     0.8481915494E-01
   118  206.2621533      159.0436008      203.2555139      3.265268899      17.46995566      3.337498880     0.8553710781E-01
   119  203.3226865      159.0436008      191.5847425      3.265268899      18.42824898      3.337498880     0.8217101236E-01
   120  238.2793354      159.0436008      196.3772552      3.265268899      14.38834468      3.337498880     0.8820473033E-01
   121  217.5607138      159.0436008      195.8844211      3.265268899      14.17083666      3.337498880     0.8690272111E-01
   122  202.9325761      159.0436008      195.5953992      3.265268899      19.19443172      3.337498880     0.8403374643E-01
   123  204.6965105      159.0436008      207.3832216      3.265268899      18.05849216      3.337498880     0.8517629151E-01
   124  234.4670944      159.0436008      196.0044646      3.265268899      13.77687038      3.337498880     0.8793140990E-01
   125  203.4463277      159.0436008      192.7082519      3.265268899      19.23714584      3.337498880     0.8320620570E-01
   126  212.3606823      159.0436008      195.3639423      3.265268899      14.85111552      3.337498880     0.8669928076E-01
   127  204.2461326      159.0436008      207.9085935      3.265268899      18.54789485      3.337498880     0.8481174301E-01
   128  226.7764263      159.0436008      194.2761819      3.270764603      16.57718918      3.337498880     0.8096478831E-01
   129  204.6965105      159.0436008      207.3832216      3.265268899      18.05849216      3.337498880     0.8519713758E-01
   130  238.6226010      159.0436008      196.2917058      3.265268899      14.49282738      3.337498880     0.8829135199E-01
   131  202.7308803      159.0436008      194.3975330      3.265268899      19.00415840      3.337498880     0.8275289557E-01
   132  234.4670944      159.0436008      196.0044646      3.265268899      13.77687038      3.337498880     0.8791585694E-01
   133  203.9534498      159.0436008      194.0470869      3.265268899      17.98368016      3.337498880     0.8180750730E-01
   134  237.4031279      159.0436008      194.1257805      3.265268899      15.52761293      3.337498880     0.8877512393E-01
   135  203.1500401      159.0436008      192.7468692      3.265268899      19.29122591      3.337498880     0.8350781267E-01
   136  211.1205671      159.0436008      196.9200072      3.265268899      16.90174004      3.337498880     0.8580757940E-01
   137  235.3101673      159.0436008      196.1868488      3.265268899      13.87778416      3.337498880     0.8798705286E-01
   138  239.0568288      159.0436008      195.9105778      3.265268899      14.70231396      3.337498880     0.8839738222E-01
   139  204.2461326      159.0436008      207.9085935      3.265268899      18.54789485      3.337498880     0.8480293195E-01
   140  203.0608580      159.0436008      194.1804807      3.265268899      19.07166073      3.337498880     0.8287728147E-01
   141  239.1532606      159.0436008      195.2940156      3.265268899      14.91153263      3.337498880     0.8846962997E-01
   142  232.5911586      159.0436008      192.3938630      3.265268899      16.11406040      3.337498880     0.8907085323E-01
   143  203.1049877      159.0436008      192.6137232      3.265268899      19.26182188      3.337498880     0.8383019151E-01
   144  202.9325761      159.0436008      195.5953992      3.265268899      19.19443172      3.337498880     0.8402876646E-01
   145  208.5699669      159.0436008      195.1700359      3.265268899      17.45060657      3.337498880     0.8147788984E-01
   146  236.1378822      159.0436008      193.6345893      3.265268899      15.72744465      3.337498880     0.8889451374E-01
   147  239.1685110      159.0436008      195.6454288      3.265268899      14.80770403      3.337498880     0.8009246992E-01
   148  202.7772052      159.0436008      198.1367386      3.265268899      19.14634978      3.337498880     0.8414193731E-01
   149  203.1500401      159.0436008      192.7468692      3.265268899      19.29122591      3.337498880     0.8354028993E-01
   150  203.4856385      159.0436008      194.9055514      3.265268899      17.76479350      3.337498880     0.8165292932E-01
   151  231.8382399      159.0436008      192.5641927      3.271425199      16.21225035      3.337498880     0.8078304722E-01
   152  233.8868073      159.0436008      192.6965557      3.265268899      16.02310438      3.337498880     0.8067462827E-01
   153  239.1532606      159.0436008      195.2940156      3.265268899      14.91153263      3.337498880     0.8847735245E-01
   154  236.1378822      159.0436008      193.6345893      3.265268899      15.72744465      3.337498880     0.8886257839E-01
   155  203.2587148      159.0436008      192.7201868      3.265268899      19.27401093      3.337498880     0.8335497897E-01
   156  220.3434449      159.0436008      195.0613618      3.265268899      13.63077336      3.337498880     0.8713151667E-01
   157  223.2132613      159.0436008      194.9530592      3.265268899      16.75253044      3.337498880     0.8940069513E-01
   158  223.1716808      159.0436008      192.6415503      3.265268899      12.85490653      3.337498880     0.8748303342E-01
   159  221.8795977      159.0436008      193.1220448      3.265268899      13.06906331      3.337498880     0.8734261634E-01
   160  222.0672366      159.0436008      192.6979256      3.265268899      12.92440571      3.337498880     0.8735277672E-01
   161  237.3416124      159.0436008      196.4604509      3.265268899      14.18117958      3.337498880     0.8811836245E-01
   162  203.7914737      159.0436008      206.0510990      3.265268899      17.81774798      3.337498880     0.8531768311E-01
   163  202.2043251      159.0436008      202.3819081      3.265268899      19.02184248      3.337498880     0.8430004031E-01
   164  231.8382399      159.0436008      192.5641927      3.271425199      16.21225035      3.337498880     0.8077751235E-01
   165  229.0127292      159.0436008      194.3465660      3.265268899      13.26613402      3.337498880     0.8765009020E-01
   166  204.9338177      159.0436008      207.9022886      3.265268899      18.20966149      3.337498880     0.8506597125E-01
   167  203.1276209      159.0436008      192.6806025      3.265268899      19.27270307      3.337498880     0.8377875534E-01
   168  219.8180823      159.0436008      195.2631959      3.265268899      16.93118015      3.337498880     0.8954093157E-01
   169  202.4874126      159.0436008      204.0768603      3.265268899      18.94658840      3.337498880     0.8443694613E-01
   170  203.8320906      159.0436008      194.3552247      3.265268899      17.91246590      3.337498880     0.8175363199E-01
   171  203.3937330      159.0436008      192.7006261      3.265268899      19.25160226      3.337498880     0.8329292338E-01
